価格,階数,築年月,占有面積,間取り,交通,所在地,平米単価,管理費,修繕積立金,建物名,建物構造,総戸数,駐車場,バイク置き場,ペット,土地権利,管理形態
"5,980万円",9階建 / 8階,"2007年10月
(築13年8ヶ月)",76.67m²,３ＬＤＫ,"
			都営三田線 / 板橋区役所前駅 徒歩5分
							（電車ルート案内）
										
				東武東上線 / 下板橋駅 徒歩14分
									（電車ルート案内）
														
				ＪＲ埼京線 / 板橋駅 徒歩17分
									（電車ルート案内）
									","
			東京都板橋区板橋３丁目
							（地図を見る）
					",78万円,"23,000円","14,340円",Ｌ－Ｆｌａｔ板橋区役所前,ＲＣ,35戸,空無,－,"
															飼育細則がございます。												",所有権,"
									全部委託・巡回管理
						"
"5,980万円",14階建 / 1階,"2003年10月
(築17年8ヶ月)",86.58m²,４ＳＬＤＫ,"
			ＪＲ埼京線 / 十条駅 徒歩8分
							（電車ルート案内）
										
				都営三田線 / 板橋区役所前駅 徒歩15分
									（電車ルート案内）
														
				ＪＲ京浜東北線 / 東十条駅 徒歩15分
									（電車ルート案内）
									","
			東京都板橋区加賀２丁目
							（地図を見る）
					",69.07万円,"12,100円","14,090円",レーベンハイム加賀プレシャスフォルム,ＳＲＣ,184戸,有,有,"
															相談												",所有権,"
									日勤管理
						"
"5,980万円",6階建 / 2階,"2015年4月
(築6年2ヶ月)",85.80m²,４ＬＤＫ,"
			都営三田線 / 志村三丁目駅 徒歩7分
							（電車ルート案内）
											","
			東京都板橋区坂下１丁目
							（地図を見る）
					",69.70万円,"17,100円","14,610円",プラウド板橋志村三丁目,ＲＣ,46戸,空無,－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"5,980万円",15階建 / 6階,"2012年7月
(築8年11ヶ月)",70.84m²,３ＬＤＫ,"
			都営三田線 / 板橋本町駅 徒歩4分
							（電車ルート案内）
											","
			東京都板橋区清水町
					",84.42万円,"11,164円","10,390円",ＴＨＥ　ＩＴＡＢＡＳＨＩ　レジデンス　サウス棟,ＲＣ,195戸,"有 20,000円/月",－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"5,980万円",16階建 / 5階,"2000年2月
(築21年4ヶ月)",76.15m²,３ＬＤＫ,"
			都営三田線 / 志村三丁目駅 徒歩2分
							（電車ルート案内）
											","
			東京都板橋区志村２丁目
							（地図を見る）
					",78.53万円,"11,194円","15,686円",ヴィオスガーデン城山,ＳＲＣ,417戸,"有 28,000円/月",－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"5,980万円",地上10階地下1階建 / 1階,"2008年4月
(築13年2ヶ月)",74.80m²,３ＬＤＫ,"
			東京メトロ有楽町線 / 地下鉄成増駅 徒歩4分
							（電車ルート案内）
										
				東武東上線 / 成増駅 徒歩6分
									（電車ルート案内）
												","
			東京都板橋区成増１丁目
					",79.95万円,"13,200円","11,980円",ブリリア成増シーズンテラス,ＲＣ,222戸,有,－,"
									－
							",所有権,"
									日勤管理
						"
"5,980万円",18階建 / 11階,"2009年1月
(築12年5ヶ月)",79.19m²,４ＬＤＫ,"
			東武東上線 / ときわ台駅 徒歩8分
							（電車ルート案内）
											","
			東京都板橋区前野町２丁目
					",75.52万円,"9,800円","9,097円",常盤台ガーデンソサエティ,ＳＲＣ,419戸,有,－,"
															相談												",所有権,"
									日勤管理
						"
"5,980万円",6階建 / 2階,"2020年2月
(築1年4ヶ月)",74.79m²,２ＬＤＫ,"
			京王相模原線 / 若葉台駅 徒歩14分
							（電車ルート案内）
										
				小田急多摩線 / はるひ野駅 徒歩12分
									（電車ルート案内）
												","
			東京都稲城市若葉台４丁目
					",79.96万円,"93,900円","11,300円",ダイヤモンドライフ若葉台,ＲＣ,104戸,空無,－,"
									－
							",所有権,"
									全部委託・常駐管理
						"
"5,980万円",15階建 / 4階,"2015年7月
(築5年11ヶ月)",68.47m²,３ＬＤＫ,"
			東京メトロ東西線 / 西葛西駅 徒歩7分
							（電車ルート案内）
											","
			東京都江戸川区西葛西２丁目
							（地図を見る）
					",87.34万円,"10,500円","8,800円",レジデントプレイス西葛西,ＲＣ,459戸,－,－,"
															相談												",所有権,"
									日勤管理
						"
"5,980万円",11階建 / 10階,"2013年1月
(築8年5ヶ月)",72.41m²,２ＳＬＤＫ,"
			東京メトロ東西線 / 西葛西駅 徒歩4分
							（電車ルート案内）
											","
			東京都江戸川区西葛西３丁目
							（地図を見る）
					",82.59万円,"8,300円","11,300円",グリーンホームズステーシア,ＲＣ,47戸,無,－,"
															相談												",所有権,"
									全部委託・日勤管理
						"
"5,980万円",11階建 / 10階,"2013年1月
(築8年5ヶ月)",72.41m²,２ＳＬＤＫ,"
			東京メトロ東西線 / 西葛西駅 徒歩4分
							（電車ルート案内）
										
				東京メトロ東西線 / 葛西駅 徒歩22分
									（電車ルート案内）
														
				都営新宿線 / 船堀駅 徒歩30分
									（電車ルート案内）
									","
			東京都江戸川区西葛西３丁目
							（地図を見る）
					",82.59万円,"8,300円","11,300円",グリーンホームズステーシア,ＲＣ,47戸,－,－,"
															相談												",所有権,"
									日勤管理
						"
"5,980万円",8階建 / 4階,"2017年2月
(築4年4ヶ月)",75.02m²,１ＳＬＤＫ,"
			東京メトロ東西線 / 葛西駅 徒歩11分
							（電車ルート案内）
											","
			東京都江戸川区東葛西６丁目
					",79.72万円,"13,400円","9,600円",イニシア葛西,ＲＣ,32戸,空無,空無,"
															小型犬可 											猫可												",所有権,"
									全部委託・巡回管理
						"
"5,980万円",14階建 / 14階,"2019年6月
(築2年)",72.28m²,２ＬＤＫ,"
			東京メトロ東西線 / 葛西駅 徒歩18分
							（電車ルート案内）
										
				東京メトロ東西線 / 浦安駅 徒歩28分
									（電車ルート案内）
														
				東京メトロ東西線 / 西葛西駅 徒歩32分
									（電車ルート案内）
									","
			東京都江戸川区東葛西９丁目
							（地図を見る）
					",82.74万円,"12,600円","6,000円",リビオシティ・ルネ葛西,ＲＣ,439戸,空無,空無,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"5,980万円",12階建 / 5階,"2012年11月
(築8年7ヶ月)",72.40m²,３ＬＤＫ,"
			都営新宿線 / 船堀駅 徒歩3分
							（電車ルート案内）
											","
			東京都江戸川区船堀４丁目
					",82.60万円,"14,100円","12,670円",ルフォン船堀,ＲＣ,58戸,空無,－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"5,980万円",11階建 / 5階,"2016年1月
(築5年5ヶ月)",64.61m²,３ＬＤＫ,"
			京急本線 / 梅屋敷駅 徒歩12分
							（電車ルート案内）
										
				京急本線 / 大森町駅 徒歩13分
									（電車ルート案内）
														
				ＪＲ京浜東北線 / 蒲田駅 徒歩15分
									（電車ルート案内）
									","
			東京都大田区大森西４丁目
							（地図を見る）
					",92.56万円,"10,107円","3,860円",シティテラス大森西,ＲＣ,279戸,"有 19,000円/月",－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"5,980万円",11階建 / 5階,"2016年1月
(築5年5ヶ月)",64.61m²,３ＬＤＫ,"
			ＪＲ京浜東北線 / 蒲田駅 徒歩15分
							（電車ルート案内）
										
				京急本線 / 梅屋敷駅 徒歩12分
									（電車ルート案内）
														
				京急本線 / 大森町駅 徒歩13分
									（電車ルート案内）
									","
			東京都大田区大森西４丁目
							（地図を見る）
					",92.56万円,"10,107円","3,860円",シティテラス大森西,ＲＣ,279戸,"有 19,000円/月",－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"5,980万円",地上6階地下1階建 / 1階,"2003年6月
(築18年)",71.10m²,２ＬＤＫ,"
			東急池上線 / 長原駅 徒歩2分
							（電車ルート案内）
										
				東急大井町線 / 旗の台駅 徒歩9分
									（電車ルート案内）
														
				東急池上線 / 洗足池駅 徒歩9分
									（電車ルート案内）
									","
			東京都大田区上池台１丁目
							（地図を見る）
					",84.11万円,"14,220円","27,160円",ＣＯ－ＥＳＴ,ＲＣ,16戸,－,－,"
															２匹迄												",所有権,"
									全部委託・巡回管理（三井不動産レジデンシャルサービ）
						"
"5,980万円",地上14階地下1階建 / 7階,"1998年5月
(築23年1ヶ月)",59.53m²,２ＬＤＫ,"
			東急田園都市線 / 三軒茶屋駅 徒歩5分
							（電車ルート案内）
										
				東急世田谷線 / 西太子堂駅 徒歩4分
									（電車ルート案内）
												","
			東京都世田谷区太子堂４丁目
							（地図を見る）
					",100.46万円,"10,400円","14,880円",トゥールロワイヤル三軒茶屋,ＳＲＣ,42戸,－,－,"
															相談												",所有権,"
									全部委託・日勤管理
						"
"5,980万円",地上14階地下1階建 / 7階,"1998年6月
(築23年)",59.53m²,３ＬＤＫ,"
			東急田園都市線 / 三軒茶屋駅 徒歩5分
							（電車ルート案内）
										
				東急世田谷線 / 三軒茶屋駅 徒歩5分
									（電車ルート案内）
														
				東急世田谷線 / 西太子堂駅 徒歩4分
									（電車ルート案内）
									","
			東京都世田谷区太子堂４丁目
							（地図を見る）
					",100.46万円,"10,400円","14,880円",トゥールロワイヤル三軒茶屋,ＳＲＣ,42戸,"有 32,000円/月",－,"
															相談												",所有権,"
									全部委託・日勤管理
						"
"5,980万円",14階建 / 7階,"1998年5月
(築23年1ヶ月)",59.53m²,２ＬＤＫ,"
			東急田園都市線 / 三軒茶屋駅 徒歩5分
							（電車ルート案内）
										
				東急世田谷線 / 西太子堂駅 徒歩4分
									（電車ルート案内）
												","
			東京都世田谷区太子堂４丁目
							（地図を見る）
					",100.46万円,"19,210円","6,070円",トゥールロワイヤル三軒茶屋,ＳＲＣ,43戸,空無,－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"5,980万円",14階建 / 7階,"2006年3月
(築15年3ヶ月)",75.63m²,１ＳＬＤＫ,"
			京王線 / 千歳烏山駅 徒歩16分
							（電車ルート案内）
										
				小田急小田原線 / 祖師ヶ谷大蔵駅 徒歩19分
									（電車ルート案内）
														
				小田急小田原線 / 千歳船橋駅【バス】 7分 千歳台6丁目 停歩1分
									（電車ルート案内）
									","
			東京都世田谷区千歳台６丁目
							（地図を見る）
					",79.07万円,"11,319円","12,420円",東京テラスＥ棟,ＲＣ,92戸,－,－,"
															相談												",所有権,"
									常駐管理
						"
"5,980万円",地上6階地下1階建 / 2階,"1998年9月
(築22年9ヶ月)",86.60m²,３ＬＤＫ,"
			東急東横線 / 自由が丘駅 徒歩17分
							（電車ルート案内）
										
				東急大井町線 / 尾山台駅 徒歩14分
									（電車ルート案内）
														
				東急東横線 / 自由が丘駅【バス】 8分 等々力七丁目 停歩1分
									（電車ルート案内）
									","
			東京都世田谷区等々力７丁目
					",69.06万円,"23,300円","9,100円",アパガーデンコート等々力,ＲＣ,19戸,無,－,"
									－
							",所有権,"
									全部委託・日勤管理
						"
"5,980万円",5階建 / 3階,"1998年8月
(築22年10ヶ月)",64.47m²,２ＬＤＫ,"
			東急田園都市線 / 二子玉川駅 徒歩15分
							（電車ルート案内）
										
				東急大井町線 / 二子玉川駅 徒歩15分
									（電車ルート案内）
														
				東急大井町線 / 上野毛駅 徒歩10分
									（電車ルート案内）
									","
			東京都世田谷区野毛３丁目
							（地図を見る）
					",92.76万円,"15,550円","17,790円",上野毛南パーク・ホームズ,ＲＣ,23戸,空無,－,"
															相談												",所有権,"
									全部委託・巡回管理
						"
